"image","xmin","ymin","xmax","ymax","label"
"frame0000030.jpg",727,0,873,362,"house"
"frame0000031.jpg",646,0,762,412,"house"
"frame0000031.jpg",638,111,669,198,"car"
"frame0000031.jpg",824,0,1004,355,"house"
"frame0000032.jpg",537,0,668,305,"house"
"frame0000032.jpg",564,33,661,158,"house"
"frame0000032.jpg",924,220,1217,425,"car"
"frame0000032.jpg",540,129,568,216,"car"
"frame0000033.jpg",467,31,567,169,"house"
"frame0000033.jpg",439,137,476,213,"car"
"frame0000033.jpg",872,228,1134,423,"car"
"frame0000034.jpg",766,215,1089,443,"car"
"frame0000034.jpg",360,129,400,220,"car"
"frame0000035.jpg",292,128,322,220,"car"
"frame0000035.jpg",702,211,1012,457,"car"
"frame0000036.jpg",661,231,942,446,"car"
"frame0000037.jpg",586,214,895,469,"car"
"frame0000037.jpg",177,55,270,215,"car"
"frame0000037.jpg",170,116,204,236,"car"
"frame0000038.jpg",549,230,864,459,"car"
"frame0000038.jpg",142,120,175,226,"car"
"frame0000039.jpg",115,120,152,224,"car"
"frame0000039.jpg",118,51,214,212,"car"
"frame0000040.jpg",98,119,126,228,"car"
"frame0000040.jpg",514,224,817,468,"car"
"frame0000040.jpg",113,30,227,224,"car"
"frame0000041.jpg",513,223,809,473,"car"
"frame0000042.jpg",81,46,169,221,"car"
"frame0000042.jpg",507,230,819,472,"car"
"frame0000043.jpg",556,236,852,491,"car"
"frame0000043.jpg",93,120,126,227,"car"
"frame0000044.jpg",125,55,220,203,"car"
"frame0000044.jpg",618,244,889,499,"car"
"frame0000045.jpg",727,259,983,499,"car"
"frame0000045.jpg",192,118,227,235,"car"
"frame0000047.jpg",962,238,1245,550,"car"
"frame0000047.jpg",396,0,534,236,"house"
"frame0000048.jpg",993,283,1280,502,"car"
"frame0000048.jpg",545,0,667,396,"house"
"frame0000049.jpg",637,0,774,459,"house"
"frame0000049.jpg",1146,282,1280,510,"car"
"frame0000050.jpg",703,99,750,203,"car"
"frame0000050.jpg",1197,258,1280,534,"car"
"frame0000050.jpg",704,0,816,329,"house"
"frame0000051.jpg",742,0,873,329,"house"
"frame0000052.jpg",803,94,843,195,"car"
"frame0000052.jpg",781,0,933,369,"house"
"frame0000055.jpg",895,80,946,168,"car"
"frame0000056.jpg",921,81,971,170,"car"
"frame0000057.jpg",942,80,998,171,"car"
"frame0000058.jpg",120,0,318,283,"house"
"frame0000059.jpg",973,79,1019,170,"car"
"frame0000061.jpg",998,72,1042,168,"car"
"frame0000062.jpg",137,0,379,261,"house"
"frame0000065.jpg",114,0,407,264,"house"
"frame0000066.jpg",113,0,413,251,"house"
"frame0000067.jpg",90,0,441,253,"house"
"frame0000067.jpg",1043,83,1095,165,"car"
"frame0000070.jpg",1084,0,1216,404,"house"
"frame0000071.jpg",1073,0,1228,350,"house"
"frame0000073.jpg",1064,0,1241,344,"house"
"frame0000076.jpg",208,148,260,201,"car"
"frame0000077.jpg",207,146,265,205,"car"
"frame0000077.jpg",252,0,467,231,"house"
"frame0000077.jpg",1107,18,1278,291,"house"
"frame0000078.jpg",1125,0,1269,321,"house"
"frame0000079.jpg",1138,4,1265,308,"house"
"frame0000079.jpg",220,135,296,219,"car"
"frame0000080.jpg",1121,16,1280,295,"house"
"frame0000080.jpg",1172,32,1262,253,"house"
"frame0000080.jpg",674,0,927,318,"house"
"frame0000080.jpg",293,0,516,266,"house"
"frame0000080.jpg",238,152,284,204,"car"
"frame0000081.jpg",685,0,927,344,"house"
"frame0000081.jpg",288,0,525,252,"house"
"frame0000081.jpg",1134,29,1280,285,"house"
"frame0000081.jpg",223,144,303,210,"car"
"frame0000081.jpg",1179,44,1262,247,"house"
"frame0000081.jpg",266,146,294,206,"car"
"frame0000082.jpg",256,147,314,203,"car"
"frame0000082.jpg",271,143,292,201,"car"
"frame0000083.jpg",259,152,308,199,"car"
"frame0000084.jpg",264,152,305,198,"car"
"frame0000085.jpg",296,143,316,205,"car"
"frame0000085.jpg",279,150,339,204,"car"
"frame0000086.jpg",477,0,736,289,"house"
"frame0000086.jpg",294,144,314,207,"car"
"frame0000086.jpg",287,153,333,204,"car"
"frame0000087.jpg",282,152,337,204,"car"
"frame0000087.jpg",355,0,556,230,"house"
"frame0000088.jpg",275,147,346,207,"car"
"frame0000088.jpg",353,0,557,198,"house"
"frame0000089.jpg",244,139,381,216,"car"
"frame0000090.jpg",409,0,587,224,"house"
"frame0000091.jpg",403,0,592,246,"house"
"frame0000091.jpg",99,151,124,243,"car"
"frame0000091.jpg",274,125,386,227,"car"
"frame0000092.jpg",302,149,365,207,"car"
"frame0000093.jpg",311,155,356,198,"car"
"frame0000093.jpg",389,0,614,253,"house"
"frame0000094.jpg",316,146,398,205,"car"
"frame0000094.jpg",305,151,362,198,"car"
"frame0000094.jpg",341,140,368,206,"car"
"frame0000095.jpg",339,155,379,199,"car"
"frame0000095.jpg",401,0,610,215,"house"
"frame0000096.jpg",359,149,394,211,"car"
"frame0000096.jpg",313,139,447,218,"car"
"frame0000097.jpg",149,153,176,244,"car"
"frame0000098.jpg",374,171,436,228,"car"
"frame0000099.jpg",393,168,469,238,"car"
"frame0000100.jpg",393,168,469,238,"car"
"frame0000101.jpg",443,191,520,261,"car"
"frame0000102.jpg",87,76,176,209,"house"
"frame0000102.jpg",482,203,531,255,"car"
"frame0000102.jpg",249,184,277,272,"car"
"frame0000104.jpg",545,217,611,286,"car"
"frame0000105.jpg",559,218,649,289,"car"
"frame0000105.jpg",133,120,227,234,"house"
"frame0000106.jpg",586,240,670,312,"car"
"frame0000106.jpg",142,121,223,240,"house"
"frame0000107.jpg",602,248,654,306,"car"
"frame0000107.jpg",141,100,232,254,"house"
"frame0000108.jpg",615,248,691,307,"car"
"frame0000109.jpg",623,76,858,221,"house"
"frame0000109.jpg",621,245,683,308,"car"
"frame0000111.jpg",395,209,423,295,"car"
"frame0000112.jpg",638,239,716,314,"car"
"frame0000112.jpg",396,207,423,300,"car"
"frame0000113.jpg",635,241,719,314,"car"
"frame0000114.jpg",614,230,739,326,"car"
"frame0000115.jpg",608,235,700,321,"car"
"frame0000116.jpg",623,243,683,312,"car"
"frame0000117.jpg",611,245,691,309,"car"
"frame0000118.jpg",604,241,699,311,"car"
"frame0000119.jpg",609,240,695,311,"car"
"frame0000121.jpg",367,201,407,306,"car"
"frame0000121.jpg",622,241,684,314,"car"
"frame0000122.jpg",609,237,697,317,"car"
"frame0000125.jpg",392,223,426,318,"car"
"frame0000126.jpg",392,235,431,317,"car"
"frame0000126.jpg",639,261,715,342,"car"
"frame0000127.jpg",395,232,427,322,"car"
"frame0000127.jpg",634,261,720,343,"car"
"frame0000128.jpg",393,235,425,316,"car"
"frame0000128.jpg",625,266,728,337,"car"
"frame0000129.jpg",389,235,427,318,"car"
"frame0000129.jpg",617,265,733,340,"car"
"frame0000130.jpg",390,228,426,334,"car"
"frame0000131.jpg",383,252,434,334,"car"
"frame0000131.jpg",647,290,706,360,"car"
"frame0000132.jpg",383,254,436,332,"car"
"frame0000136.jpg",661,282,740,369,"car"
"frame0000136.jpg",407,240,457,313,"car"
"frame0000137.jpg",412,240,457,309,"car"
"frame0000140.jpg",425,218,486,290,"car"
"frame0000141.jpg",437,212,478,285,"car"
"frame0000143.jpg",148,0,287,262,"house"
"frame0000144.jpg",154,0,279,352,"house"
"frame0000145.jpg",151,0,283,382,"house"
"frame0000146.jpg",141,0,291,378,"house"
"frame0000147.jpg",443,174,473,221,"car"
"frame0000147.jpg",117,0,314,354,"house"
"frame0000147.jpg",791,58,1062,276,"house"
"frame0000148.jpg",437,139,475,211,"car"
"frame0000149.jpg",430,117,477,185,"car"
"frame0000151.jpg",405,97,457,151,"car"
"frame0000151.jpg",657,64,770,236,"car"
"frame0000152.jpg",394,73,464,143,"car"
"frame0000152.jpg",653,82,762,220,"car"
"frame0000153.jpg",653,91,759,216,"car"
"frame0000154.jpg",654,69,760,238,"car"
"frame0000155.jpg",388,99,468,151,"car"
"frame0000155.jpg",654,62,766,243,"car"
"frame0000156.jpg",657,103,769,259,"car"
"frame0000157.jpg",677,104,777,293,"car"
"frame0000157.jpg",397,103,463,200,"car"
"frame0000158.jpg",757,39,1081,261,"house"
"frame0000158.jpg",403,136,465,218,"car"
"frame0000158.jpg",221,26,323,144,"house"
"frame0000159.jpg",686,189,802,290,"car"
"frame0000159.jpg",763,48,1084,261,"house"
"frame0000160.jpg",404,158,500,246,"car"
"frame0000160.jpg",758,47,1087,277,"house"
"frame0000161.jpg",797,44,1080,281,"house"
"frame0000162.jpg",438,200,478,253,"car"
"frame0000162.jpg",676,160,854,385,"car"
"frame0000163.jpg",806,32,1100,322,"house"
"frame0000163.jpg",416,184,503,269,"car"
"frame0000163.jpg",712,221,836,338,"car"
"frame0000164.jpg",729,245,856,340,"car"
"frame0000165.jpg",736,248,860,345,"car"
"frame0000165.jpg",665,182,943,421,"car"
"frame0000166.jpg",381,75,469,189,"house"
"frame0000166.jpg",458,217,510,285,"car"
"frame0000167.jpg",382,85,473,181,"house"
"frame0000167.jpg",707,204,915,434,"car"
"frame0000168.jpg",706,219,923,427,"car"
"frame0000168.jpg",754,265,874,381,"car"
"frame0000168.jpg",459,247,544,303,"car"
"frame0000169.jpg",864,113,1159,361,"house"
"frame0000169.jpg",712,228,932,436,"car"
"frame0000169.jpg",462,247,542,305,"car"
"frame0000169.jpg",762,264,876,394,"car"
"frame0000170.jpg",852,116,1175,381,"house"
"frame0000170.jpg",727,250,924,432,"car"
"frame0000170.jpg",455,242,549,312,"car"
"frame0000171.jpg",847,117,1176,385,"house"
"frame0000172.jpg",849,118,1184,389,"house"
"frame0000173.jpg",861,122,1169,378,"house"
"frame0000173.jpg",733,231,957,501,"car"
"frame0000174.jpg",852,121,1177,382,"house"
"frame0000174.jpg",724,239,970,493,"car"
"frame0000175.jpg",728,234,975,499,"car"
"frame0000176.jpg",718,232,987,504,"car"
"frame0000176.jpg",438,257,567,346,"car"
"frame0000177.jpg",720,246,990,493,"car"
"frame0000178.jpg",459,291,508,357,"car"
"frame0000178.jpg",725,253,990,491,"car"
"frame0000179.jpg",737,270,984,480,"car"
"frame0000179.jpg",452,282,515,371,"car"
"frame0000180.jpg",743,299,990,460,"car"
"frame0000180.jpg",455,289,512,365,"car"
"frame0000181.jpg",741,314,1006,458,"car"
"frame0000181.jpg",447,284,521,372,"car"
"frame0000182.jpg",440,279,529,376,"car"
"frame0000182.jpg",761,321,998,466,"car"
"frame0000183.jpg",765,316,997,486,"car"
"frame0000184.jpg",456,316,505,384,"car"
"frame0000185.jpg",454,311,511,392,"car"
"frame0000185.jpg",742,285,1054,548,"car"
"frame0000186.jpg",905,4,1148,546,"house"
"frame0000186.jpg",448,311,517,393,"car"
"frame0000186.jpg",740,292,1062,543,"car"
"frame0000187.jpg",732,313,1083,533,"car"
"frame0000187.jpg",912,0,1146,555,"house"
"frame0000187.jpg",442,303,527,400,"car"
"frame0000188.jpg",729,333,1101,525,"car"
"frame0000189.jpg",735,333,1107,524,"car"
"frame0000190.jpg",743,330,1106,529,"car"
"frame0000190.jpg",436,301,530,404,"car"
"frame0000190.jpg",908,8,1146,547,"house"
"frame0000191.jpg",726,331,1130,539,"car"
"frame0000191.jpg",916,3,1143,557,"house"
"frame0000192.jpg",727,320,1162,565,"car"
"frame0000192.jpg",905,15,1150,535,"house"
"frame0000193.jpg",97,58,333,294,"house"
"frame0000193.jpg",756,337,1156,549,"car"
"frame0000194.jpg",758,320,1159,567,"car"
"frame0000194.jpg",911,19,1149,532,"house"
"frame0000195.jpg",762,307,1156,569,"car"
"frame0000195.jpg",436,306,526,402,"car"
"frame0000195.jpg",907,21,1153,530,"house"
"frame0000196.jpg",453,307,505,397,"car"
"frame0000196.jpg",769,303,1163,570,"car"
"frame0000196.jpg",55,37,302,294,"house"
"frame0000196.jpg",908,8,1156,531,"house"
"frame0000197.jpg",783,299,1152,586,"car"
"frame0000197.jpg",53,35,302,293,"house"
"frame0000198.jpg",54,39,302,286,"house"
"frame0000198.jpg",787,279,1151,605,"car"
"frame0000199.jpg",905,0,1170,541,"house"
"frame0000199.jpg",435,269,530,389,"car"
"frame0000200.jpg",441,283,515,375,"car"
"frame0000200.jpg",895,0,1165,539,"house"
"frame0000200.jpg",614,252,690,302,"car"
"frame0000201.jpg",894,0,1169,524,"house"
"frame0000202.jpg",874,0,1184,538,"house"
"frame0000203.jpg",884,0,1177,540,"house"
"frame0000203.jpg",862,323,1130,556,"car"
"frame0000204.jpg",847,334,1158,580,"car"
"frame0000204.jpg",898,0,1162,565,"house"
"frame0000205.jpg",902,0,1159,539,"house"
"frame0000205.jpg",854,336,1162,598,"car"
"frame0000206.jpg",892,0,1165,551,"house"
"frame0000206.jpg",866,329,1166,617,"car"
"frame0000207.jpg",885,0,1170,542,"house"
"frame0000207.jpg",870,315,1180,654,"car"
"frame0000208.jpg",883,0,1174,538,"house"
"frame0000208.jpg",865,313,1199,660,"car"
"frame0000209.jpg",53,48,269,217,"house"
"frame0000209.jpg",875,0,1178,538,"house"
"frame0000209.jpg",849,298,1221,682,"car"
"frame0000210.jpg",872,0,1186,550,"house"
"frame0000210.jpg",45,50,276,217,"house"
"frame0000210.jpg",808,293,1270,692,"car"
"frame0000211.jpg",787,298,1280,691,"car"
"frame0000211.jpg",45,55,278,212,"house"
"frame0000211.jpg",875,0,1187,564,"house"
"frame0000212.jpg",782,311,1280,678,"car"
"frame0000212.jpg",839,0,1237,670,"house"
"frame0000212.jpg",43,52,272,211,"house"
"frame0000213.jpg",836,0,1241,676,"house"
"frame0000213.jpg",41,55,269,211,"house"
"frame0000213.jpg",780,316,1280,669,"car"
"frame0000214.jpg",825,0,1246,664,"house"
"frame0000214.jpg",44,52,258,211,"house"
"frame0000215.jpg",302,179,542,415,"car"
"frame0000215.jpg",851,0,1232,687,"house"
"frame0000216.jpg",847,0,1232,698,"house"
"frame0000216.jpg",306,171,531,390,"car"
"frame0000217.jpg",323,184,506,362,"car"
"frame0000217.jpg",833,0,1253,712,"house"
"frame0000218.jpg",308,175,511,366,"car"
"frame0000218.jpg",865,0,1189,585,"house"
"frame0000219.jpg",861,32,1179,340,"house"
"frame0000219.jpg",289,144,521,396,"car"
"frame0000220.jpg",271,122,531,416,"car"
"frame0000220.jpg",853,25,1193,334,"house"
"frame0000220.jpg",841,259,1280,720,"car"
"frame0000221.jpg",261,137,537,401,"car"
"frame0000221.jpg",828,34,1209,316,"house"
"frame0000221.jpg",885,249,1280,720,"car"
"frame0000222.jpg",290,173,464,374,"car"
"frame0000222.jpg",916,261,1280,720,"car"
"frame0000222.jpg",827,32,1206,310,"house"
"frame0000222.jpg",0,0,246,341,"house"
"frame0000223.jpg",290,175,464,377,"car"
"frame0000223.jpg",929,277,1280,706,"car"
"frame0000223.jpg",824,36,1208,306,"house"
"frame0000224.jpg",287,196,464,363,"car"
"frame0000224.jpg",823,32,1212,318,"house"
"frame0000224.jpg",0,0,246,343,"house"
"frame0000224.jpg",942,282,1280,702,"car"
"frame0000224.jpg",581,196,623,251,"car"
"frame0000225.jpg",951,275,1280,715,"car"
"frame0000225.jpg",567,200,635,252,"car"
"frame0000225.jpg",263,212,485,387,"car"
"frame0000225.jpg",824,31,1207,323,"house"
"frame0000225.jpg",7,0,235,351,"house"
"frame0000225.jpg",543,208,571,293,"car"
"frame0000226.jpg",262,216,478,421,"car"
"frame0000226.jpg",820,27,1219,329,"house"
"frame0000226.jpg",944,266,1280,720,"car"
"frame0000226.jpg",4,0,235,349,"house"
"frame0000227.jpg",277,236,458,406,"car"
"frame0000227.jpg",0,0,266,358,"house"
"frame0000227.jpg",579,221,625,275,"car"
"frame0000227.jpg",940,259,1280,720,"car"
"frame0000227.jpg",828,27,1211,338,"house"
"frame0000227.jpg",709,228,745,318,"car"
"frame0000228.jpg",947,244,1280,720,"car"
"frame0000228.jpg",262,240,478,413,"car"
"frame0000228.jpg",712,235,746,320,"car"
"frame0000228.jpg",0,0,245,371,"house"
"frame0000228.jpg",837,28,1205,340,"house"
"frame0000229.jpg",844,32,1195,342,"house"
"frame0000229.jpg",937,234,1280,720,"car"
"frame0000229.jpg",248,264,486,414,"car"
"frame0000229.jpg",0,0,244,358,"house"
"frame0000230.jpg",859,36,1184,344,"house"
"frame0000230.jpg",229,0,398,381,"house"
"frame0000230.jpg",15,9,214,368,"house"
"frame0000230.jpg",245,270,503,443,"car"
"frame0000231.jpg",241,7,392,384,"house"
"frame0000231.jpg",234,264,514,471,"car"
"frame0000231.jpg",874,30,1181,357,"house"
"frame0000231.jpg",15,0,221,383,"house"
"frame0000232.jpg",732,259,770,344,"car"
"frame0000232.jpg",877,34,1178,356,"house"
"frame0000232.jpg",265,269,475,467,"car"
"frame0000232.jpg",247,17,386,381,"house"
"frame0000232.jpg",7,23,228,361,"house"
"frame0000233.jpg",883,35,1163,360,"house"
"frame0000233.jpg",733,251,771,356,"car"
"frame0000233.jpg",569,275,594,368,"car"
"frame0000233.jpg",1,30,236,357,"house"
"frame0000233.jpg",241,18,395,384,"house"
"frame0000233.jpg",257,288,487,459,"car"
"frame0000234.jpg",2,19,236,371,"house"
"frame0000234.jpg",259,17,386,392,"house"
"frame0000234.jpg",605,269,650,327,"car"
"frame0000234.jpg",568,283,597,367,"car"
"frame0000234.jpg",262,283,493,474,"car"
"frame0000235.jpg",907,32,1153,365,"house"
"frame0000235.jpg",0,5,240,386,"house"
"frame0000235.jpg",264,296,501,480,"car"
"frame0000236.jpg",267,308,506,480,"car"
"frame0000236.jpg",0,0,245,395,"house"
"frame0000236.jpg",588,290,622,361,"car"
"frame0000236.jpg",169,263,628,511,"car"
"frame0000236.jpg",908,29,1156,365,"house"
"frame0000237.jpg",0,12,254,384,"house"
"frame0000237.jpg",589,287,626,366,"car"
"frame0000237.jpg",902,34,1177,355,"house"
"frame0000237.jpg",199,273,605,497,"car"
"frame0000237.jpg",303,278,473,508,"car"
"frame0000238.jpg",0,0,244,399,"house"
"frame0000238.jpg",902,30,1185,352,"house"
"frame0000238.jpg",199,270,606,493,"car"
"frame0000238.jpg",1176,401,1280,720,"car"
"frame0000239.jpg",899,26,1195,349,"house"
"frame0000239.jpg",0,0,250,411,"house"
"frame0000239.jpg",780,257,823,350,"car"
"frame0000239.jpg",189,274,619,488,"car"
"frame0000239.jpg",618,278,642,366,"car"
"frame0000239.jpg",1201,388,1280,720,"car"
"frame0000240.jpg",0,0,255,409,"house"
"frame0000240.jpg",281,262,497,516,"car"
"frame0000240.jpg",163,257,644,502,"car"
"frame0000240.jpg",891,28,1199,334,"house"
"frame0000241.jpg",890,27,1193,319,"house"
"frame0000241.jpg",163,251,641,500,"car"
"frame0000241.jpg",0,0,251,419,"house"
"frame0000242.jpg",132,241,669,516,"car"
"frame0000242.jpg",0,0,251,410,"house"
"frame0000242.jpg",893,23,1202,327,"house"
"frame0000243.jpg",0,0,253,397,"house"
"frame0000243.jpg",897,25,1198,320,"house"
"frame0000243.jpg",205,262,561,504,"car"
"frame0000244.jpg",5,28,235,364,"house"
"frame0000244.jpg",180,262,580,493,"car"
"frame0000244.jpg",612,261,646,341,"car"
"frame0000245.jpg",160,238,597,512,"car"
"frame0000245.jpg",786,239,820,315,"car"
"frame0000245.jpg",876,34,1181,271,"house"
"frame0000245.jpg",0,16,238,372,"house"
"frame0000246.jpg",132,207,605,534,"car"
"frame0000246.jpg",0,36,229,350,"house"
"frame0000246.jpg",878,24,1174,266,"house"
"frame0000247.jpg",0,19,235,363,"house"
"frame0000247.jpg",93,190,632,549,"car"
"frame0000248.jpg",0,24,220,357,"house"
"frame0000248.jpg",68,187,641,552,"car"
"frame0000248.jpg",781,212,820,296,"car"
"frame0000249.jpg",0,6,223,372,"house"
"frame0000249.jpg",781,213,819,294,"car"
"frame0000249.jpg",586,239,627,313,"car"
"frame0000249.jpg",73,177,634,563,"car"
"frame0000250.jpg",627,228,678,271,"car"
"frame0000250.jpg",0,0,221,387,"house"
"frame0000250.jpg",590,233,624,321,"car"
"frame0000250.jpg",778,208,821,295,"car"
"frame0000251.jpg",590,233,622,313,"car"
"frame0000251.jpg",780,208,819,291,"car"
"frame0000251.jpg",0,20,215,355,"house"
"frame0000251.jpg",630,225,676,273,"car"
"frame0000252.jpg",781,209,817,287,"car"
"frame0000252.jpg",0,4,213,374,"house"
"frame0000252.jpg",589,232,623,312,"car"
"frame0000253.jpg",0,16,213,353,"house"
"frame0000253.jpg",191,278,436,483,"car"
"frame0000254.jpg",186,268,426,483,"car"
"frame0000254.jpg",0,4,179,379,"house"
"frame0000255.jpg",229,0,338,411,"house"
"frame0000255.jpg",0,40,167,346,"house"
"frame0000256.jpg",227,0,338,385,"house"
"frame0000256.jpg",6,68,158,318,"house"
"frame0000257.jpg",226,0,337,406,"house"
"frame0000257.jpg",2,77,161,299,"house"
"frame0000258.jpg",20,0,147,311,"house"
"frame0000258.jpg",129,259,428,472,"car"
"frame0000259.jpg",130,253,419,492,"car"
"frame0000259.jpg",20,0,143,311,"house"
"frame0000260.jpg",18,0,147,308,"house"
"frame0000260.jpg",125,249,403,510,"car"
"frame0000261.jpg",117,246,374,515,"car"
"frame0000261.jpg",18,0,144,312,"house"
"frame0000262.jpg",22,7,132,295,"house"
"frame0000262.jpg",101,244,361,512,"car"
"frame0000263.jpg",559,210,600,281,"car"
"frame0000263.jpg",23,0,130,306,"house"
"frame0000263.jpg",91,230,356,547,"car"
"frame0000264.jpg",561,210,599,282,"car"
"frame0000264.jpg",72,232,359,550,"car"
"frame0000265.jpg",564,182,598,267,"car"
"frame0000265.jpg",73,240,354,514,"car"
"frame0000266.jpg",65,236,358,512,"car"
"frame0000266.jpg",557,184,599,253,"car"
"frame0000267.jpg",59,230,357,524,"car"
"frame0000267.jpg",600,154,651,198,"car"
"frame0000267.jpg",553,185,602,251,"car"
"frame0000268.jpg",599,154,652,198,"car"
"frame0000268.jpg",49,229,358,534,"car"
"frame0000268.jpg",552,184,601,253,"car"
"frame0000269.jpg",0,225,383,554,"car"
"frame0000270.jpg",0,214,376,566,"car"
"frame0000271.jpg",597,152,652,199,"car"
"frame0000271.jpg",0,210,366,579,"car"
"frame0000272.jpg",596,152,652,199,"car"
"frame0000272.jpg",9,328,327,505,"car"
"frame0000272.jpg",0,219,350,570,"car"
"frame0000273.jpg",593,151,654,199,"car"
"frame0000273.jpg",5,225,334,563,"car"
"frame0000274.jpg",754,132,799,216,"car"
"frame0000274.jpg",0,224,326,567,"car"
"frame0000275.jpg",0,310,318,546,"car"
"frame0000275.jpg",745,143,799,210,"car"
"frame0000275.jpg",528,189,576,249,"car"
"frame0000276.jpg",0,308,314,555,"car"
"frame0000276.jpg",745,146,796,206,"car"
"frame0000276.jpg",577,153,628,197,"car"
"frame0000277.jpg",581,155,624,194,"car"
"frame0000277.jpg",0,311,298,555,"car"
"frame0000277.jpg",750,144,796,202,"car"
"frame0000278.jpg",0,304,292,562,"car"
"frame0000278.jpg",753,144,791,205,"car"
"frame0000278.jpg",578,155,624,194,"car"
"frame0000279.jpg",0,302,287,575,"car"
"frame0000280.jpg",0,306,276,601,"car"
"frame0000280.jpg",753,167,791,230,"car"
"frame0000280.jpg",508,192,554,258,"car"
"frame0000281.jpg",0,301,271,620,"car"
"frame0000281.jpg",516,222,549,273,"car"
"frame0000282.jpg",0,286,266,652,"car"
"frame0000282.jpg",576,202,622,248,"car"
"frame0000282.jpg",740,177,808,270,"car"
"frame0000283.jpg",515,253,588,295,"car"
"frame0000283.jpg",0,303,249,632,"car"
"frame0000284.jpg",228,291,291,365,"car"
"frame0000284.jpg",754,213,800,285,"car"
"frame0000284.jpg",0,311,239,632,"car"
"frame0000285.jpg",534,268,569,321,"car"
"frame0000286.jpg",533,268,571,320,"car"
"frame0000286.jpg",12,302,209,665,"car"
"frame0000287.jpg",767,203,831,292,"car"
"frame0000287.jpg",534,266,574,323,"car"
"frame0000287.jpg",17,308,200,656,"car"
"frame0000288.jpg",770,240,820,297,"car"
"frame0000288.jpg",22,326,190,652,"car"
"frame0000288.jpg",537,272,575,324,"car"
"frame0000289.jpg",895,26,1192,247,"house"
"frame0000289.jpg",17,341,191,643,"car"
"frame0000289.jpg",599,250,648,292,"car"
"frame0000289.jpg",774,241,820,303,"car"
"frame0000290.jpg",895,33,1204,248,"house"
"frame0000290.jpg",41,357,148,619,"car"
"frame0000290.jpg",603,252,644,295,"car"
"frame0000290.jpg",779,232,825,315,"car"
"frame0000291.jpg",893,33,1208,251,"house"
"frame0000291.jpg",25,368,161,611,"car"
"frame0000291.jpg",779,234,825,313,"car"
"frame0000291.jpg",604,253,643,289,"car"
"frame0000292.jpg",211,290,309,370,"car"
"frame0000292.jpg",537,275,575,325,"car"
"frame0000292.jpg",11,379,169,594,"car"
"frame0000292.jpg",886,35,1213,248,"house"
"frame0000292.jpg",780,241,824,307,"car"
"frame0000293.jpg",889,38,1217,245,"house"
"frame0000293.jpg",0,402,169,576,"car"
"frame0000293.jpg",538,276,573,322,"car"
"frame0000293.jpg",779,241,826,305,"car"
"frame0000294.jpg",0,395,149,581,"car"
"frame0000294.jpg",534,278,574,323,"car"
"frame0000294.jpg",890,40,1215,246,"house"
"frame0000294.jpg",193,287,280,372,"car"
"frame0000294.jpg",778,238,825,310,"car"
